show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int,duration_type,year_added
s807,Movie,Davy Crockett and the River Pirates,Norman Foster,"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy",United States,2019-11-12,1956,G,81 min,"Action-Adventure, Family, Historical",Davy Crockett encounters pirates en route to New Orleans. See details for advisory.,81,min,2019
s808,Movie,"Davy Crockett, King of the Wild Frontier",Norman Foster,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey",United States,2019-11-12,1955,PG,93 min,"Action-Adventure, Family, Historical","Share Davy Crockett's legend, from the frontier to Congress to the Alamo. See details for advisory.",93,min,2019
s809,Movie,Day & Night,Teddy Newton,Unknown,United States,2019-11-12,2010,G,8 min,"Animation, Comedy, Family","When Day and Night meet each other, sparks fly!",8,min,2019
s810,Movie,Decorating Disney: Holiday Magic,Unknown,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",United States,2019-11-12,2017,TV-PG,42 min,"Documentary, Family, Reality",Disney Parks become the Merriest Places on Earth.,42,min,2019
s811,Movie,Deep Blue,"Alastair Fothergill, Andy Byatt",Pierce Brosnan,"United Kingdom, Germany",2019-11-12,2005,G,91 min,"Animals & Nature, Documentary, Family",Join an epic underwater exploration into the secret lives of sea creatures.,91,min,2019
s812,Movie,Descendants 2,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Brenna D'Amico",United States,2019-11-12,2017,TV-G,114 min,"Coming of Age, Fantasy, Musical","Mal returns to the Isle of the Lost and confronts Uma, Ursula's daughter.",114,min,2019
s813,Movie,Diary Of A Wimpy Kid,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding","United States, United Kingdom",2019-11-12,2010,PG,93 min,"Comedy, Family","Greg faces the scariest, most humiliating experience of any kid’s life: middle school.",93,min,2019
s814,Movie,Dinosaur,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",United States,2019-11-12,2000,PG,84 min,"Action-Adventure, Animation, Family",An orphaned dinosaur joins others after a meteor destroys his home.,84,min,2019
s815,Movie,Disney Adventures in Babysitting,John Schultz,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",United States,2019-11-12,2016,TV-G,95 min,"Action-Adventure, Comedy, Coming of Age",Rival babysitters join forces to search the city for a kid who’s snuck out.,95,min,2019
s816,Movie,Disney Avalon High,Stuart Gillard,"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake",United States,2019-11-12,2010,TV-G,91 min,"Coming of Age, Fantasy",Allie is convinced that her new high school is a contemporary Camelot.,91,min,2019
s817,Movie,Disney Bad Hair Day,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",Canada,2019-11-12,2015,TV-G,93 min,"Buddy, Comedy, Coming of Age",Monica's prom day starts with bad hair…but ends with a great adventure.,93,min,2019
s818,TV Show,Disney Bizaardvark,Unknown,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",United States,2019-11-12,2015,TV-PG,3 Seasons,"Buddy, Comedy, Family",Paige and Frankie produce an online comedy channel.,3,Seasons,2019
s819,Movie,Disney Den Brother,Mark Taylor,"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney",United States,2019-11-12,2010,TV-G,90 min,"Comedy, Coming of Age",A hockey star hangs up his skates and becomes a substitute scoutmaster.,90,min,2019
s820,Movie,Disney Descendants,Kenny Ortega,"Dove Cameron, Cameron Boyce, Booboo Stewart, Sofia Carson, Mitchell Hope, Melanie Paxson",United States,2019-11-12,2015,TV-G,114 min,"Coming of Age, Fantasy, Musical",The kids of Disney villains are given a shot at redemption at Auradon Prep.,114,min,2019
s821,TV Show,Disney Descendants Wicked World (Shorts),Unknown,Unknown,United States,2019-11-12,2015,TV-G,2 Seasons,"Animation, Coming of Age, Fantasy",Descendants continues with new animated shorts!,2,Seasons,2019
s822,TV Show,Disney DuckTales (Shorts),Unknown,Unknown,Unknown,2019-11-12,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",The McDuck family welcomes you to Duckburg!,1,Season,2019
s823,TV Show,Disney Evermoor,Unknown,"Naomi Sequeira, Jordan Loughran, Belinda Stewart-Wilson, Dan Fredenburgh, George Sear, Georgie Farmer",Unknown,2019-11-12,2017,TV-PG,1 Season,Series,Tara Crossley moves to Evermoor and realizes the English countryside is not as sleepy as it seems.,1,Season,2019
s824,TV Show,Disney Family Sundays,Unknown,Unknown,United States,2019-11-12,2019,TV-G,1 Season,"Anthology, Family, Lifestyle",Amber Kemp-Gerstel shares her love of crafting in a series of Disney-themed DIY projects.,1,Season,2019
s825,TV Show,Disney Fast Layne,Unknown,"Sophie Pollono, Sofia Rosinsky, Brandon Rossel, Winslow Fegley",United States,2019-11-12,2018,TV-G,1 Season,"Action-Adventure, Animation, Comedy",Twelve-year-old Layne Reed discovers a talking car.,1,Season,2019
s826,Movie,Disney Girl vs. Monster,Stuart Gillard,"Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara, Adam Chambers, Tracy Dawson","United States, Canada",2019-11-12,2012,TV-PG,90 min,"Action-Adventure, Comedy, Fantasy",The daughter of two monster-hunters must take on a monster of her own.,90,min,2019
s827,TV Show,Disney Gravity Falls,Unknown,"Kristen Schaal, Jason Morgan, Alex Hirsch",United States,2019-11-12,2011,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Dipper and Mabel spend the summer with Grunkle Stan.,2,Seasons,2019
s828,TV Show,Disney Gravity Falls (Shorts),Unknown,Unknown,Unknown,2019-11-12,2012,TV-G,1 Season,"Animation, Anthology, Comedy",Twins Dipper and Mabel enter the mysterious town of Gravity Falls for the summer.,1,Season,2019
s829,TV Show,Disney Jake and the Never Land Pirates,Unknown,"Madison Pettis, Colin Ford, Jonathan Heit, David Arquette, Corey Burton",United States,2019-11-12,2010,TV-Y,4 Seasons,"Action-Adventure, Animation, Fantasy",Jake sails for a treasure hunt against Captain Hook.,4,Seasons,2019
s830,TV Show,Disney JONAS,Unknown,"Kevin Jonas, Joe Jonas, Nick Jonas, Chelsea Staub, Nicole Anderson, John Ducey",United States,2019-11-12,2008,TV-G,2 Seasons,"Comedy, Family, Kids","JONAS is the hottest rock band on the planet! Band members Nick, Kevin, and Joe are superstar idols.",2,Seasons,2019
s831,TV Show,Disney Junior Music Nursery Rhymes,Unknown,Unknown,Unknown,2019-11-12,2017,TV-Y,2 Seasons,"Animation, Kids, Musical",Nursery Rhymes re-imagined with Disney Junior!,2,Seasons,2019
s832,TV Show,Disney K.C. Undercover,Unknown,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",United States,2019-11-12,2014,TV-Y7,3 Seasons,"Action-Adventure, Comedy, Kids",K.C. joins her spy family as its newest secret agent.,3,Seasons,2019
s833,TV Show,Disney Lab Rats: Elite Force,Unknown,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",United States,2019-11-12,2015,TV-Y7,1 Season,"Action-Adventure, Comedy, Coming of Age",The Lab Rats join forces with the Mighty Med team.,1,Season,2019
s834,TV Show,Disney Legend of the Three Caballeros,Unknown,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",United States,2019-11-12,2017,TV-G,1 Season,"Action-Adventure, Animation, Comedy","Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters.",1,Season,2019
s835,TV Show,Disney Mickey Mouse Clubhouse,Unknown,"Wayne Allwine, Jim Cummings, Russi Taylor, Tony Anselmo, Bill Farmer, Tress MacNeille",United States,2019-11-12,2005,TV-Y,5 Seasons,"Animation, Kids",Mickey leads kids on an interactive adventure of learning.,5,Seasons,2019
s836,TV Show,Disney Milo Murphy's Law,Unknown,"Al Yankovic, Sabrina Carpenter, Mekai Curtis",United States,2019-11-12,2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy","Around Milo, anything that can go wrong, will.",2,Seasons,2019
s837,TV Show,Disney Minnie's Bow-Toons (Shorts),Unknown,Unknown,United States,2019-11-12,2011,TV-Y,3 Seasons,"Animation, Kids",Minnie Mouse teams up with Daisy to open up Minnie’s Bow-tique.,3,Seasons,2019
s838,TV Show,Disney Stuck In The Middle,Unknown,"Jenna Ortega, Ronni Hawk, Isaak Presley, Ariana Greenblatt, Kayla Maisonet, Nicolas Bechtel",United States,2019-11-12,2015,TV-PG,3 Seasons,"Comedy, Coming of Age, Family",Harley is stuck in the middle of a family with 7 kids!,3,Seasons,2019
s839,TV Show,Disney Take Two With Phineas And Ferb (Shorts),Unknown,Unknown,United States,2019-11-12,2010,TV-G,1 Season,"Animation, Kids, Parody",Real-life celebrities are interviewed by Phineas and Ferb.,1,Season,2019
s840,TV Show,Disney Tangled: The Series - Short Cuts,Unknown,Unknown,Unknown,2019-11-12,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Get to know the colorful residents of Corona.,1,Season,2019
s841,Movie,Disney Under The Sea: A Descendants Short Story,Hasraf Dulull,Unknown,Unknown,2019-11-12,2018,TV-G,10 min,"Fantasy, Musical, Thriller",Mal emerges from the forest where she meets Dizzy.,10,min,2019
s842,TV Show,Disney's Adventures Of The Gummi Bears,Unknown,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",United States,2019-11-12,1985,TV-Y7,6 Seasons,"Action-Adventure, Animation, Fantasy",The magical Gummi Bears discover their rich history.,6,Seasons,2019
s843,TV Show,Disney's Doug,Unknown,"Connie Shulman, Doug Preis, Alice Playten, Chris Phillips, Fred Newman, Thomas McHugh",United States,2019-11-12,1996,TV-Y7,3 Seasons,"Animation, Comedy, Coming of Age","Doug uses his imagination to navigate through tests of friendship, love, school, and growing up.",3,Seasons,2019
s844,Movie,Disney's Fairy Tale Weddings,Chris Wilson,"Ben Higgins, Lauren Bushnell",Unknown,2019-11-12,2017,TV-PG,64 min,"Family, Lifestyle, Reality",A look at the magical weddings at Disney Destinations.,64,min,2019
s845,Movie,Disney's Fairy Tale Weddings: Holiday Magic,Chris Wilson,"Stephen Boss, Allison Holker",Unknown,2019-11-12,2017,TV-PG,42 min,"Family, Lifestyle, Reality",Holiday Disney weddings and proposals.,42,min,2019
s846,TV Show,Disney's Hercules: The Animated Series,Unknown,"Tate Donovan, Sandra Bernhard, Robert Costanzo, Matt Frewer, Bobcat Goldthwait, French Stewart",United States,2019-11-12,1998,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Follow Herc's many labors during the years he spent training on how to be a hero.,1,Season,2019
s847,TV Show,Disney's Kim Possible,Unknown,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry","United States, Philippines, South Korea",2019-11-12,2001,TV-G,4 Seasons,"Action-Adventure, Animation, Comedy","Kim Possible is a high school girl who, in her spare time, saves the world from evil villains.",4,Seasons,2019
s848,TV Show,Disney's Little Einsteins,Unknown,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",United States,2019-11-12,2005,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",This innovative new series provides preschoolers with new ways to hear and see music and art.,2,Seasons,2019
s849,TV Show,Disney's Mighty Ducks,Unknown,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",United States,2019-11-12,1996,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Hockey-loving alien ducks are stranded on Earth and must protect it from the evil Dragaunus.,1,Season,2019
s850,TV Show,Disney's Recess,Unknown,"Rickey Collins, Jason Davis, Ashley Johnson, Ross Malinger, Courtland Mead, Pamela Segall",United States,2019-11-12,1997,TV-Y7,3 Seasons,"Animation, Comedy, Kids",A portrayal of life at Third Street Elementary School.,3,Seasons,2019
s851,TV Show,Disney's The Emperor's New School,Unknown,"Shane Baumel, Jessica DiCicco, Wendie Malick, Fred Tatasciore, Jeff Bennett, Jessie Flower",United States,2019-11-12,2005,TV-G,2 Seasons,"Animation, Comedy, Coming of Age","Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen.",2,Seasons,2019
s852,Movie,Disney's The Kid,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",United States,2019-11-12,2000,PG,105 min,"Comedy, Drama, Family",A man's life is upended when he meets an 8-year-old version of himself.,105,min,2019
s853,TV Show,Disney's The Little Mermaid (Series),Unknown,"Jodi Benson, Samuel Wright, Ken Mars, Edan Gross",United States,2019-11-12,1992,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy","Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton.",3,Seasons,2019
s854,Movie,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Hamilton Luske,Walt Disney,United States,2019-11-12,1966,TV-PG,51 min,"Documentary, Family, Variety",Walt Disney talks about Disneyland in 1966. See details for advisory.,51,min,2019
s855,Movie,Disneynature African Cats,Keith Scholey,Samuel Jackson,United States,2019-11-12,2011,G,90 min,"Animals & Nature, Documentary, Family",Come face-to-face with the wildly majestic African lions of the savanna.,90,min,2019
s856,Movie,Disneynature Bears,"Alastair Fothergill, Keith Scholey",John Reilly,United States,2019-11-12,2014,G,78 min,"Animals & Nature, Documentary, Family",A mother bear teaches her two impressionable cubs important life lessons.,78,min,2019
s857,Movie,Disneynature Born in China,Lu Chuan,John Krasinski,"United Kingdom, China, United States",2019-11-12,2017,G,81 min,"Animals & Nature, Documentary, Family",Embrace the beauty of China's vast terrain – and the life that inhabits it.,81,min,2019
s858,Movie,Disneynature Chimpanzee,"Alastair Fothergill, Mark Linfield",Tim Allen,"Tanzania, United States",2019-11-12,2012,G,79 min,"Animals & Nature, Documentary, Family",Meet a remarkable young chimpanzee who sees his world as his playground.,79,min,2019
s859,Movie,Disneynature Crimson Wing,"Matthew Aeberhard, Leander Ward",Mariella Frostrup,"United States, United Kingdom",2019-11-12,2008,G,78 min,"Animals & Nature, Documentary, Family",A million flamingos struggle to survive in the remote Tanzanian wilderness.,78,min,2019
s860,Movie,Disneynature Monkey Kingdom,Mark Linfield,Tina Fey,United States,2019-11-12,2015,G,82 min,"Animals & Nature, Documentary, Family","Forced from their home among ancient ruins, a mother monkey must lead her son to safety.",82,min,2019
s861,Movie,Disneynature Wings of Life,Louie Schwartzberg,Meryl Streep,"United States, Panama, Mexico",2019-11-12,2011,G,81 min,"Animals & Nature, Documentary, Family","An intimate look at butterflies, hummingbirds, bees, bats and flowers.",81,min,2019
s862,TV Show,Dog Whisperer with Cesar Millan,Unknown,Cesar Millan,United States,2019-11-12,2004,TV-G,6 Seasons,"Animals & Nature, Docuseries, Family",World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.,6,Seasons,2019
s863,Movie,Don't Look Under the Bed,Kenneth Johnson,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",United States,2019-11-12,1999,TV-PG,93 min,"Coming of Age, Fantasy",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,93,min,2019
s864,Movie,Donald's Golf Game,Jack King,Unknown,United States,2019-11-12,1938,TV-G,8 min,"Animation, Comedy, Family",Donald tries to impress his nephews at golfing. See details for advisory.,8,min,2019
s865,Movie,Donald's Tire Trouble,Dick Lundy,Unknown,United States,2019-11-12,1943,TV-G,8 min,"Animation, Comedy, Family",Donald is frustrated in his attempts to fix a flat tire. See details for advisory.,8,min,2019
s866,Movie,Double Teamed,Duwayne Dunham,"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima",United States,2019-11-12,2002,TV-G,93 min,"Biographical, Sports",The WNBA's Burge twins inspire this film about sisterhood and teamwork.,93,min,2019
s867,Movie,Doug's 1st Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",United States,2019-11-12,1999,G,80 min,"Animation, Comedy, Family","Doug and his friends discover the ""monster"" of Lucky Duck Lake.",80,min,2019
s868,TV Show,"Dr. T, Lone Star Vet",Unknown,Dr. Lauren Thielen,United States,2019-11-12,2019,TV-PG,1 Season,"Docuseries, Family, Medical","Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career.",1,Season,2019
s869,Movie,DuckTales The Movie: Treasure of the Lost Lamp,Bob Hathcock,"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray","France, United States",2019-11-12,1990,G,75 min,"Action-Adventure, Animation, Comedy",Scrooge and his nephews search for the long-lost loot of Collie Baba.,75,min,2019
s870,Movie,Dug's Special Mission,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",United States,2019-11-12,2009,TV-PG,6 min,"Animation, Comedy, Family",Dug finds where he belongs is not where he's been looking.,6,min,2019
s871,Movie,Dumbo,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker","United States, United Kingdom, Australia, Canada",2019-11-12,2019,PG,117 min,"Action-Adventure, Family, Fantasy",A flying elephant helps show that differences and family can be cherished.,117,min,2019
